booking_id,passenger_id,flight_id,booking_date,seat_class,booking_status
BK01288,PS00989,FL0065,2026-07-21 09:08:00,Business,Confirmed
BK01289,PS00290,FL0006,2026-06-07 13:15:00,Economy,Confirmed
BK01290,PS00689,FL0092,2026-06-02 05:58:00,First,Confirmed
BK01291,PS00142,FL0020,2026-07-08 09:31:00,Economy,Confirmed
BK01292,PS00905,FL0197,2026-07-20 21:29:00,Economy,Confirmed
BK01293,PS00937,FL0072,2026-07-10 17:37:00,Economy,Confirmed
BK01294,PS00869,FL0045,2026-07-28 16:07:00,Economy,Confirmed
BK01295,PS00047,FL0116,2026-04-13 20:26:00,Premium Economy,Confirmed
BK01296,PS00456,FL0033,2026-07-27 23:57:00,Economy,Confirmed
BK01297,PS00821,FL0185,2026-08-19 18:30:00,Economy,Confirmed
BK01298,PS00800,FL0101,2026-04-25 07:59:00,Economy,Confirmed
BK01299,PS00717,FL0018,2026-05-09 12:17:00,Economy,Confirmed
BK01300,PS00948,FL0183,2026-04-26 04:35:00,Economy,Confirmed
BK01301,PS00567,FL0150,2026-06-06 03:32:00,Economy,Confirmed
BK01302,PS00156,FL0033,2026-06-05 23:57:00,Economy,Pending
BK01303,PS00105,FL0169,2026-08-09 03:25:00,Economy,Confirmed
BK01304,PS00605,FL0052,2026-08-20 12:00:00,First,Confirmed
BK01305,PS00392,FL0008,2026-06-06 06:29:00,Economy,Confirmed
BK01306,PS00089,FL0063,2026-07-07 14:45:00,Premium Economy,Confirmed
BK01307,PS00382,FL0107,2026-05-10 04:38:00,Economy,Confirmed
BK01308,PS00400,FL0184,2026-05-27 17:10:00,Economy,Cancelled
BK01309,PS00538,FL0197,2026-05-04 21:29:00,Economy,Confirmed
BK01310,PS00426,FL0065,2026-05-28 09:08:00,Business,Confirmed
BK01311,PS00737,FL0009,2026-05-18 09:23:00,Business,Confirmed
BK01312,PS00098,FL0023,2026-05-01 19:57:00,Premium Economy,Confirmed
BK01313,PS00159,FL0171,2026-08-20 05:03:00,Economy,Pending
BK01314,PS00053,FL0052,2026-05-03 12:00:00,Economy,Confirmed
BK01315,PS00922,FL0085,2026-06-25 10:09:00,Business,Confirmed
BK01316,PS00989,FL0191,2026-07-02 11:28:00,Economy,Confirmed
BK01317,PS00158,FL0013,2026-07-01 04:42:00,Economy,Confirmed
BK01318,PS00063,FL0047,2026-05-18 13:43:00,Premium Economy,Confirmed
BK01319,PS00868,FL0127,2026-05-19 03:21:00,Economy,Confirmed
BK01320,PS00651,FL0110,2026-05-24 23:09:00,Economy,Confirmed
BK01321,PS00864,FL0107,2026-07-19 04:38:00,Business,Confirmed
BK01322,PS00183,FL0015,2026-07-31 09:39:00,Economy,Confirmed
BK01323,PS00084,FL0106,2026-07-21 05:43:00,Economy,Confirmed
BK01324,PS00519,FL0131,2026-07-22 17:22:00,Economy,Confirmed
BK01325,PS00655,FL0039,2026-05-13 16:07:00,Economy,Confirmed
BK01326,PS00275,FL0090,2026-05-19 15:56:00,Economy,Confirmed
BK01327,PS00600,FL0040,2026-07-26 19:26:00,Economy,Confirmed
BK01328,PS00631,FL0059,2026-07-13 09:22:00,Economy,Pending
BK01329,PS00773,FL0166,2026-08-01 05:16:00,Business,Pending
BK01330,PS00802,FL0157,2026-04-21 07:48:00,Economy,Cancelled
BK01331,PS00545,FL0169,2026-06-16 03:25:00,Economy,Confirmed
BK01332,PS00392,FL0195,2026-07-03 03:27:00,Economy,Pending
BK01333,PS00904,FL0154,2026-04-13 09:17:00,Economy,Confirmed
BK01334,PS00142,FL0085,2026-06-06 10:09:00,Premium Economy,Confirmed
BK01335,PS00976,FL0065,2026-05-03 09:08:00,Premium Economy,Pending
BK01336,PS00153,FL0025,2026-05-21 12:25:00,First,Confirmed
BK01337,PS00151,FL0018,2026-06-29 12:17:00,Economy,Confirmed
BK01338,PS00573,FL0106,2026-06-07 05:43:00,Economy,Confirmed
BK01339,PS00531,FL0094,2026-06-18 00:32:00,Economy,Confirmed
BK01340,PS00934,FL0033,2026-04-16 23:57:00,Economy,Confirmed
BK01341,PS00906,FL0135,2026-05-22 14:31:00,Economy,Confirmed
BK01342,PS00715,FL0107,2026-06-08 04:38:00,Economy,Confirmed
BK01343,PS00180,FL0176,2026-07-23 00:03:00,Economy,Confirmed
BK01344,PS00393,FL0083,2026-07-01 22:15:00,Economy,Confirmed
BK01345,PS00864,FL0050,2026-07-20 20:22:00,Economy,Confirmed
BK01346,PS00443,FL0189,2026-04-16 21:05:00,Economy,Confirmed
BK01347,PS00049,FL0062,2026-07-29 15:03:00,Economy,Confirmed
BK01348,PS00427,FL0179,2026-07-19 05:24:00,Economy,Confirmed
BK01349,PS00058,FL0189,2026-08-09 21:05:00,Premium Economy,Confirmed
BK01350,PS00663,FL0125,2026-06-05 02:17:00,Economy,Cancelled
BK01351,PS00661,FL0164,2026-06-11 01:54:00,Business,Confirmed
BK01352,PS00942,FL0091,2026-06-10 18:42:00,Economy,Pending
BK01353,PS00773,FL0072,2026-08-03 17:37:00,Economy,Cancelled
BK01354,PS00442,FL0117,2026-07-06 18:39:00,Economy,Cancelled
BK01355,PS00338,FL0160,2026-07-11 22:27:00,Economy,Confirmed
BK01356,PS00953,FL0146,2026-05-16 13:26:00,Economy,Confirmed
BK01357,PS00459,FL0074,2026-06-18 06:58:00,Economy,Confirmed
BK01358,PS00152,FL0107,2026-08-11 04:38:00,Economy,Confirmed
BK01359,PS00944,FL0121,2026-06-17 12:40:00,Economy,Cancelled
BK01360,PS00912,FL0113,2026-04-09 17:52:00,Economy,Confirmed
BK01361,PS00037,FL0101,2026-05-30 07:59:00,Economy,Confirmed
BK01362,PS00685,FL0120,2026-05-13 09:57:00,Business,Confirmed
BK01363,PS00062,FL0165,2026-07-16 21:56:00,Economy,Confirmed
BK01364,PS00602,FL0008,2026-06-30 06:29:00,Economy,Confirmed
BK01365,PS00493,FL0057,2026-08-21 16:50:00,Business,Confirmed
BK01366,PS00028,FL0079,2026-06-25 06:37:00,Economy,Pending
BK01367,PS00849,FL0028,2026-07-16 14:58:00,Economy,Confirmed
BK01368,PS00500,FL0074,2026-07-06 06:58:00,Economy,Confirmed
BK01369,PS00257,FL0190,2026-08-14 03:45:00,Economy,Cancelled
BK01370,PS00996,FL0113,2026-05-25 17:52:00,First,Confirmed
BK01371,PS00402,FL0016,2026-07-13 20:33:00,Premium Economy,Confirmed
BK01372,PS00189,FL0021,2026-05-08 13:15:00,Economy,Confirmed
BK01373,PS00964,FL0112,2026-07-15 07:16:00,Economy,Confirmed
BK01374,PS00887,FL0195,2026-06-08 03:27:00,Economy,Confirmed
BK01375,PS00658,FL0012,2026-06-07 00:34:00,Economy,Confirmed
BK01376,PS00832,FL0071,2026-08-24 11:54:00,Economy,Confirmed
BK01377,PS00982,FL0161,2026-08-11 02:19:00,Economy,Confirmed
BK01378,PS00459,FL0066,2026-06-17 11:58:00,First,Confirmed
BK01379,PS00889,FL0013,2026-07-21 04:42:00,Economy,Confirmed
BK01380,PS00225,FL0054,2026-07-14 02:06:00,Business,Confirmed
BK01381,PS00503,FL0064,2026-07-20 21:28:00,Business,Confirmed
BK01382,PS00835,FL0084,2026-04-25 21:27:00,Business,Confirmed
BK01383,PS00214,FL0197,2026-07-03 21:29:00,Economy,Confirmed
BK01384,PS00520,FL0124,2026-04-14 10:29:00,Economy,Confirmed
BK01385,PS00331,FL0102,2026-05-23 05:22:00,Economy,Confirmed
BK01386,PS00279,FL0129,2026-07-15 14:26:00,Economy,Confirmed
BK01387,PS00468,FL0083,2026-07-10 22:15:00,Economy,Confirmed
BK01388,PS00738,FL0126,2026-07-30 12:14:00,Economy,Confirmed
BK01389,PS00519,FL0120,2026-08-02 09:57:00,Economy,Confirmed
BK01390,PS00221,FL0163,2026-05-19 00:58:00,Economy,Confirmed
BK01391,PS00183,FL0045,2026-07-06 16:07:00,First,Confirmed
BK01392,PS00972,FL0069,2026-06-15 19:41:00,Economy,Confirmed
BK01393,PS00846,FL0194,2026-08-03 00:50:00,Economy,Confirmed
BK01394,PS00382,FL0182,2026-07-28 04:36:00,Economy,Confirmed
BK01395,PS00496,FL0132,2026-04-15 04:23:00,Economy,Confirmed
BK01396,PS00198,FL0150,2026-07-11 03:32:00,Economy,Confirmed
BK01397,PS00679,FL0098,2026-08-20 18:17:00,Premium Economy,Confirmed
BK01398,PS00143,FL0042,2026-07-30 11:09:00,Economy,Confirmed
BK01399,PS00987,FL0117,2026-05-15 18:39:00,Economy,Confirmed
BK01400,PS00184,FL0120,2026-07-04 09:57:00,Business,Confirmed
BK01401,PS00278,FL0070,2026-05-27 23:15:00,Economy,Confirmed
BK01402,PS00021,FL0173,2026-07-21 08:02:00,Economy,Confirmed
BK01403,PS00458,FL0116,2026-06-24 20:26:00,Economy,Confirmed
BK01404,PS00925,FL0081,2026-08-02 22:44:00,Economy,Confirmed
BK01405,PS00765,FL0084,2026-04-18 21:27:00,Economy,Confirmed
BK01406,PS00901,FL0053,2026-06-26 12:43:00,Premium Economy,Confirmed
BK01407,PS00995,FL0027,2026-04-07 12:01:00,Economy,Confirmed
BK01408,PS00918,FL0168,2026-08-16 22:45:00,Economy,Confirmed
BK01409,PS00715,FL0100,2026-06-09 06:30:00,Economy,Confirmed
BK01410,PS00941,FL0075,2026-08-23 02:47:00,Economy,Confirmed
BK01411,PS00259,FL0110,2026-05-29 23:09:00,Economy,Confirmed
BK01412,PS00232,FL0024,2026-08-12 00:58:00,Economy,Confirmed
BK01413,PS00854,FL0116,2026-04-15 20:26:00,Economy,Confirmed
BK01414,PS00884,FL0077,2026-06-26 00:26:00,Economy,Confirmed
BK01415,PS00862,FL0004,2026-06-01 20:30:00,Economy,Cancelled
BK01416,PS00873,FL0080,2026-06-06 15:20:00,Economy,Confirmed
BK01417,PS00977,FL0172,2026-07-04 19:34:00,Premium Economy,Pending
BK01418,PS00120,FL0081,2026-05-13 22:44:00,Economy,Confirmed
BK01419,PS00865,FL0164,2026-07-29 01:54:00,Economy,Confirmed
BK01420,PS00131,FL0052,2026-06-06 12:00:00,Economy,Pending
BK01421,PS00907,FL0107,2026-06-11 04:38:00,Business,Confirmed
BK01422,PS00057,FL0022,2026-05-21 08:35:00,Business,Confirmed
BK01423,PS00584,FL0053,2026-05-21 12:43:00,Economy,Confirmed
BK01424,PS00454,FL0043,2026-08-19 18:47:00,First,Confirmed
BK01425,PS00015,FL0183,2026-05-01 04:35:00,Economy,Confirmed
BK01426,PS00025,FL0069,2026-05-03 19:41:00,Economy,Confirmed
BK01427,PS00182,FL0191,2026-05-20 11:28:00,Business,Confirmed
BK01428,PS00273,FL0081,2026-07-26 22:44:00,Business,Confirmed
BK01429,PS00887,FL0054,2026-05-16 02:06:00,Business,Confirmed
BK01430,PS00739,FL0062,2026-05-14 15:03:00,Premium Economy,Confirmed
BK01431,PS00936,FL0188,2026-05-06 00:35:00,Economy,Confirmed
BK01432,PS00692,FL0116,2026-07-17 20:26:00,Economy,Confirmed
BK01433,PS00228,FL0121,2026-06-13 12:40:00,First,Confirmed
BK01434,PS00289,FL0054,2026-06-14 02:06:00,Economy,Confirmed
BK01435,PS00643,FL0182,2026-07-07 04:36:00,Economy,Confirmed
BK01436,PS00462,FL0124,2026-05-29 10:29:00,Economy,Confirmed
BK01437,PS00486,FL0062,2026-08-07 15:03:00,Economy,Confirmed
BK01438,PS00407,FL0033,2026-06-15 23:57:00,Economy,Confirmed
BK01439,PS00001,FL0178,2026-08-17 05:45:00,Economy,Confirmed
BK01440,PS00521,FL0121,2026-05-17 12:40:00,Economy,Confirmed
BK01441,PS00772,FL0050,2026-04-05 20:22:00,Economy,Confirmed
BK01442,PS00549,FL0083,2026-05-14 22:15:00,Economy,Confirmed
BK01443,PS00054,FL0068,2026-05-11 12:55:00,Economy,Confirmed
BK01444,PS00544,FL0147,2026-07-22 11:35:00,Business,Confirmed
BK01445,PS00050,FL0113,2026-08-02 17:52:00,Premium Economy,Confirmed
BK01446,PS00243,FL0057,2026-07-07 16:50:00,Economy,Confirmed
BK01447,PS00101,FL0070,2026-04-17 23:15:00,Business,Confirmed
BK01448,PS00034,FL0134,2026-07-13 01:26:00,Business,Confirmed
BK01449,PS00626,FL0070,2026-04-18 23:15:00,Economy,Confirmed
BK01450,PS00654,FL0064,2026-06-13 21:28:00,Economy,Confirmed
BK01451,PS00436,FL0107,2026-05-15 04:38:00,Business,Confirmed
BK01452,PS00567,FL0143,2026-07-09 11:04:00,Economy,Cancelled
BK01453,PS00168,FL0143,2026-05-05 11:04:00,Economy,Confirmed
BK01454,PS00595,FL0153,2026-05-06 05:35:00,Economy,Confirmed
BK01455,PS00726,FL0091,2026-06-13 18:42:00,Economy,Confirmed
BK01456,PS00482,FL0120,2026-06-08 09:57:00,Economy,Confirmed
BK01457,PS00743,FL0082,2026-06-15 08:26:00,Economy,Confirmed
BK01458,PS00775,FL0102,2026-05-07 05:22:00,Economy,Confirmed
BK01459,PS00268,FL0162,2026-06-28 03:58:00,Economy,Confirmed
BK01460,PS00262,FL0061,2026-07-09 00:46:00,Economy,Confirmed
BK01461,PS00534,FL0194,2026-05-13 00:50:00,Business,Confirmed
BK01462,PS00584,FL0117,2026-07-04 18:39:00,Economy,Pending
BK01463,PS00069,FL0199,2026-07-21 15:57:00,Economy,Confirmed
BK01464,PS00644,FL0163,2026-08-04 00:58:00,Premium Economy,Confirmed
BK01465,PS00626,FL0122,2026-04-20 17:13:00,First,Cancelled
BK01466,PS00857,FL0091,2026-07-25 18:42:00,Economy,Confirmed
BK01467,PS00245,FL0157,2026-06-16 07:48:00,Economy,Pending
BK01468,PS00300,FL0066,2026-05-17 11:58:00,Economy,Pending
BK01469,PS00885,FL0198,2026-06-06 04:24:00,Economy,Confirmed
BK01470,PS00418,FL0032,2026-06-30 17:00:00,Economy,Confirmed
BK01471,PS00904,FL0171,2026-07-17 05:03:00,Business,Pending
BK01472,PS00384,FL0056,2026-06-01 08:33:00,Economy,Confirmed
BK01473,PS00998,FL0060,2026-08-04 18:02:00,Business,Confirmed
BK01474,PS00639,FL0071,2026-05-24 11:54:00,Economy,Confirmed
BK01475,PS00626,FL0164,2026-05-29 01:54:00,Economy,Confirmed
BK01476,PS00668,FL0175,2026-06-15 21:09:00,Economy,Confirmed
BK01477,PS00154,FL0152,2026-06-13 20:30:00,Economy,Confirmed
BK01478,PS00750,FL0166,2026-06-12 05:16:00,Economy,Confirmed
BK01479,PS00696,FL0132,2026-06-27 04:23:00,Economy,Confirmed
BK01480,PS00947,FL0094,2026-04-17 00:32:00,Business,Confirmed
BK01481,PS00054,FL0085,2026-07-14 10:09:00,First,Cancelled
BK01482,PS00064,FL0077,2026-05-03 00:26:00,Premium Economy,Confirmed
BK01483,PS00491,FL0094,2026-07-11 00:32:00,Business,Confirmed
BK01484,PS00739,FL0186,2026-07-16 20:37:00,Economy,Confirmed
BK01485,PS00131,FL0028,2026-05-11 14:58:00,Premium Economy,Confirmed
BK01486,PS00455,FL0060,2026-06-30 18:02:00,Economy,Pending
BK01487,PS00410,FL0127,2026-07-09 03:21:00,Economy,Confirmed
BK01488,PS00933,FL0011,2026-07-06 11:29:00,Business,Pending
BK01489,PS00462,FL0109,2026-06-30 12:40:00,Economy,Confirmed
BK01490,PS00993,FL0180,2026-05-25 15:18:00,Economy,Confirmed
BK01491,PS00359,FL0019,2026-07-01 12:37:00,Premium Economy,Confirmed
BK01492,PS00557,FL0025,2026-06-19 12:25:00,Business,Confirmed
BK01493,PS00606,FL0139,2026-05-18 13:10:00,Economy,Pending
BK01494,PS00962,FL0022,2026-07-16 08:35:00,Business,Cancelled
BK01495,PS00625,FL0095,2026-08-16 21:40:00,Economy,Confirmed
BK01496,PS00853,FL0069,2026-07-19 19:41:00,Business,Confirmed
BK01497,PS00531,FL0193,2026-07-24 17:24:00,Economy,Confirmed
BK01498,PS00738,FL0008,2026-07-13 06:29:00,Economy,Confirmed
BK01499,PS00429,FL0127,2026-07-12 03:21:00,Business,Confirmed
BK01500,PS00310,FL0065,2026-04-22 09:08:00,Economy,Confirmed
BK01501,PS00486,FL0018,2026-07-22 12:17:00,Premium Economy,Confirmed
BK01502,PS00812,FL0084,2026-06-02 21:27:00,Economy,Confirmed
BK01503,PS00390,FL0152,2026-06-24 20:30:00,Economy,Confirmed
BK01504,PS00637,FL0038,2026-06-02 19:43:00,Economy,Pending
BK01505,PS00584,FL0084,2026-07-08 21:27:00,Economy,Pending
BK01506,PS00394,FL0019,2026-05-24 12:37:00,Economy,Pending
BK01507,PS00589,FL0186,2026-08-08 20:37:00,Business,Confirmed
BK01508,PS00832,FL0103,2026-08-01 05:06:00,Economy,Confirmed
BK01509,PS00034,FL0032,2026-05-12 17:00:00,Economy,Confirmed
BK01510,PS00644,FL0106,2026-06-17 05:43:00,Premium Economy,Confirmed
BK01511,PS00755,FL0057,2026-06-08 16:50:00,Economy,Confirmed
BK01512,PS00016,FL0177,2026-08-04 13:39:00,First,Confirmed
BK01513,PS00720,FL0187,2026-07-03 08:25:00,Economy,Confirmed
BK01514,PS00009,FL0104,2026-05-26 18:18:00,Economy,Confirmed
BK01515,PS00516,FL0038,2026-07-09 19:43:00,Business,Confirmed
BK01516,PS00865,FL0120,2026-05-28 09:57:00,Premium Economy,Confirmed
BK01517,PS00833,FL0074,2026-07-17 06:58:00,Economy,Confirmed
BK01518,PS00598,FL0190,2026-07-19 03:45:00,Economy,Pending
BK01519,PS00247,FL0147,2026-07-09 11:35:00,Economy,Pending
BK01520,PS00493,FL0015,2026-07-15 09:39:00,Business,Pending
BK01521,PS00785,FL0102,2026-06-09 05:22:00,Economy,Confirmed
BK01522,PS00192,FL0081,2026-05-14 22:44:00,Economy,Cancelled
BK01523,PS00294,FL0191,2026-07-08 11:28:00,Economy,Confirmed
BK01524,PS00989,FL0200,2026-07-17 20:13:00,Premium Economy,Confirmed
BK01525,PS00868,FL0109,2026-05-23 12:40:00,Economy,Cancelled
BK01526,PS00794,FL0153,2026-05-19 05:35:00,Premium Economy,Pending
BK01527,PS00421,FL0118,2026-06-28 07:09:00,Economy,Confirmed
BK01528,PS00855,FL0189,2026-04-19 21:05:00,First,Confirmed
BK01529,PS00092,FL0063,2026-07-12 14:45:00,Economy,Confirmed
BK01530,PS00808,FL0113,2026-04-14 17:52:00,Business,Cancelled
BK01531,PS00950,FL0098,2026-08-21 18:17:00,Premium Economy,Cancelled
BK01532,PS00283,FL0183,2026-05-14 04:35:00,Economy,Confirmed
BK01533,PS00083,FL0141,2026-07-11 17:46:00,Economy,Pending
BK01534,PS00106,FL0018,2026-07-29 12:17:00,Economy,Confirmed
BK01535,PS00387,FL0064,2026-05-01 21:28:00,Economy,Confirmed
BK01536,PS00485,FL0177,2026-05-05 13:39:00,Premium Economy,Confirmed
BK01537,PS00195,FL0183,2026-06-03 04:35:00,Economy,Confirmed
BK01538,PS00907,FL0052,2026-06-02 12:00:00,Economy,Confirmed
BK01539,PS00157,FL0170,2026-07-14 12:08:00,Economy,Pending
BK01540,PS00515,FL0020,2026-08-10 09:31:00,Premium Economy,Confirmed
BK01541,PS00098,FL0049,2026-05-22 22:38:00,Economy,Cancelled
BK01542,PS00928,FL0093,2026-06-08 04:38:00,Economy,Confirmed
BK01543,PS00720,FL0097,2026-07-03 02:43:00,Economy,Confirmed
BK01544,PS00280,FL0049,2026-04-28 22:38:00,Economy,Confirmed
BK01545,PS00200,FL0142,2026-05-22 00:45:00,Economy,Confirmed
BK01546,PS00952,FL0026,2026-05-07 15:06:00,Economy,Cancelled
BK01547,PS00373,FL0155,2026-07-08 02:26:00,Business,Confirmed
BK01548,PS00333,FL0061,2026-05-18 00:46:00,Economy,Confirmed
BK01549,PS00352,FL0034,2026-05-14 08:39:00,Economy,Confirmed
BK01550,PS00759,FL0040,2026-05-24 19:26:00,Business,Confirmed
BK01551,PS00132,FL0150,2026-05-11 03:32:00,Economy,Confirmed
BK01552,PS00164,FL0096,2026-05-29 08:34:00,First,Pending
BK01553,PS00385,FL0006,2026-05-02 13:15:00,Economy,Confirmed
BK01554,PS00876,FL0097,2026-04-19 02:43:00,Economy,Confirmed
BK01555,PS00162,FL0105,2026-05-10 17:34:00,Business,Confirmed
BK01556,PS00663,FL0132,2026-06-16 04:23:00,Economy,Confirmed
BK01557,PS00728,FL0137,2026-06-05 10:49:00,Premium Economy,Confirmed
BK01558,PS00655,FL0039,2026-05-04 16:07:00,Economy,Confirmed
BK01559,PS00512,FL0084,2026-05-30 21:27:00,Economy,Confirmed
BK01560,PS00406,FL0105,2026-06-28 17:34:00,Economy,Pending
BK01561,PS00501,FL0053,2026-05-22 12:43:00,Economy,Confirmed
BK01562,PS00485,FL0124,2026-04-30 10:29:00,Economy,Confirmed
BK01563,PS00483,FL0007,2026-06-02 21:02:00,Premium Economy,Confirmed
BK01564,PS00172,FL0065,2026-06-04 09:08:00,Economy,Confirmed
BK01565,PS00402,FL0126,2026-05-14 12:14:00,Economy,Confirmed
BK01566,PS00936,FL0012,2026-04-15 00:34:00,Economy,Confirmed
BK01567,PS00654,FL0075,2026-05-17 02:47:00,Premium Economy,Cancelled
BK01568,PS00548,FL0049,2026-07-16 22:38:00,Premium Economy,Confirmed
BK01569,PS00700,FL0142,2026-07-03 00:45:00,Economy,Confirmed
BK01570,PS00128,FL0014,2026-07-12 20:19:00,Economy,Pending
BK01571,PS00619,FL0108,2026-06-09 00:15:00,Economy,Confirmed
BK01572,PS00221,FL0075,2026-05-23 02:47:00,Business,Cancelled
BK01573,PS00900,FL0176,2026-07-28 00:03:00,Economy,Confirmed
BK01574,PS00610,FL0129,2026-08-08 14:26:00,Economy,Confirmed
BK01575,PS00517,FL0124,2026-07-16 10:29:00,Business,Confirmed
BK01576,PS00756,FL0054,2026-07-16 02:06:00,Economy,Confirmed
BK01577,PS00398,FL0089,2026-07-25 02:43:00,Economy,Confirmed
BK01578,PS00608,FL0137,2026-07-18 10:49:00,Economy,Confirmed
BK01579,PS00214,FL0135,2026-06-25 14:31:00,Economy,Confirmed
BK01580,PS00994,FL0059,2026-07-25 09:22:00,Economy,Confirmed
BK01581,PS00629,FL0076,2026-05-24 04:55:00,Economy,Confirmed
BK01582,PS00698,FL0106,2026-05-02 05:43:00,Economy,Confirmed
BK01583,PS00398,FL0184,2026-05-26 17:10:00,Economy,Confirmed
BK01584,PS00021,FL0020,2026-07-06 09:31:00,Economy,Confirmed
BK01585,PS00852,FL0188,2026-06-14 00:35:00,Economy,Confirmed
BK01586,PS00283,FL0103,2026-05-21 05:06:00,Economy,Confirmed
BK01587,PS00878,FL0007,2026-05-08 21:02:00,Business,Confirmed
BK01588,PS00942,FL0185,2026-07-04 18:30:00,Economy,Confirmed
BK01589,PS00924,FL0042,2026-06-26 11:09:00,Economy,Confirmed
BK01590,PS00300,FL0035,2026-04-21 06:28:00,First,Confirmed
BK01591,PS00618,FL0145,2026-05-30 18:47:00,Economy,Confirmed
BK01592,PS00945,FL0138,2026-06-24 23:02:00,Economy,Confirmed
BK01593,PS00370,FL0043,2026-07-05 18:47:00,Business,Confirmed
BK01594,PS00337,FL0132,2026-05-26 04:23:00,First,Confirmed
BK01595,PS00354,FL0187,2026-07-28 08:25:00,Economy,Confirmed
BK01596,PS00146,FL0095,2026-06-20 21:40:00,Economy,Confirmed
BK01597,PS00124,FL0172,2026-05-13 19:34:00,Economy,Confirmed
BK01598,PS00068,FL0123,2026-06-05 22:04:00,Premium Economy,Confirmed
BK01599,PS00205,FL0139,2026-08-11 13:10:00,Economy,Pending
BK01600,PS00386,FL0035,2026-07-27 06:28:00,Business,Confirmed
BK01601,PS00333,FL0001,2026-04-26 03:57:00,First,Cancelled
BK01602,PS00722,FL0052,2026-07-15 12:00:00,Economy,Confirmed
BK01603,PS00211,FL0045,2026-06-11 16:07:00,Business,Confirmed
BK01604,PS00396,FL0131,2026-04-27 17:22:00,Economy,Cancelled
BK01605,PS00538,FL0158,2026-06-07 12:48:00,Economy,Pending
BK01606,PS00138,FL0147,2026-07-07 11:35:00,Business,Confirmed
BK01607,PS00030,FL0005,2026-07-31 20:50:00,Business,Confirmed
BK01608,PS00460,FL0078,2026-08-06 03:40:00,Economy,Confirmed
BK01609,PS00589,FL0020,2026-05-21 09:31:00,Economy,Cancelled
BK01610,PS00634,FL0192,2026-07-21 01:08:00,Economy,Confirmed
BK01611,PS00225,FL0063,2026-05-11 14:45:00,Economy,Confirmed
BK01612,PS00080,FL0152,2026-08-13 20:30:00,Business,Confirmed
BK01613,PS00603,FL0111,2026-06-30 02:49:00,Economy,Confirmed
BK01614,PS00429,FL0012,2026-07-01 00:34:00,First,Confirmed
BK01615,PS00027,FL0080,2026-07-09 15:20:00,Economy,Confirmed
BK01616,PS00722,FL0154,2026-05-09 09:17:00,First,Confirmed
BK01617,PS00108,FL0003,2026-07-28 23:49:00,Economy,Cancelled
BK01618,PS00560,FL0035,2026-04-29 06:28:00,First,Confirmed
BK01619,PS00294,FL0063,2026-06-17 14:45:00,Premium Economy,Confirmed
BK01620,PS00362,FL0078,2026-08-03 03:40:00,Economy,Confirmed
BK01621,PS00102,FL0183,2026-06-26 04:35:00,Economy,Confirmed
BK01622,PS00599,FL0151,2026-06-02 09:53:00,Economy,Confirmed
BK01623,PS00435,FL0121,2026-07-14 12:40:00,Economy,Confirmed
BK01624,PS00242,FL0033,2026-07-15 23:57:00,Business,Confirmed
BK01625,PS00571,FL0075,2026-06-13 02:47:00,Economy,Confirmed
BK01626,PS00181,FL0170,2026-05-14 12:08:00,Economy,Confirmed
BK01627,PS00469,FL0127,2026-06-06 03:21:00,Economy,Pending
BK01628,PS00785,FL0019,2026-08-05 12:37:00,Premium Economy,Confirmed
BK01629,PS00586,FL0063,2026-05-02 14:45:00,Economy,Confirmed
BK01630,PS00096,FL0029,2026-04-18 01:58:00,Economy,Confirmed
BK01631,PS00290,FL0112,2026-07-17 07:16:00,Economy,Confirmed
BK01632,PS00090,FL0050,2026-04-27 20:22:00,Economy,Confirmed
BK01633,PS00849,FL0066,2026-05-22 11:58:00,Business,Confirmed
BK01634,PS00823,FL0008,2026-04-29 06:29:00,Economy,Confirmed
BK01635,PS00768,FL0097,2026-05-22 02:43:00,Economy,Confirmed
BK01636,PS00125,FL0126,2026-07-23 12:14:00,Economy,Confirmed
BK01637,PS00945,FL0045,2026-06-28 16:07:00,Economy,Confirmed
BK01638,PS00709,FL0048,2026-08-01 14:03:00,Economy,Confirmed
BK01639,PS00996,FL0039,2026-07-08 16:07:00,Business,Confirmed
BK01640,PS00069,FL0121,2026-05-19 12:40:00,Economy,Confirmed
BK01641,PS00118,FL0097,2026-05-28 02:43:00,Economy,Confirmed
BK01642,PS00751,FL0108,2026-06-21 00:15:00,Economy,Pending
BK01643,PS00938,FL0157,2026-05-10 07:48:00,Business,Confirmed
BK01644,PS00967,FL0003,2026-05-19 23:49:00,Economy,Confirmed
BK01645,PS00866,FL0022,2026-04-14 08:35:00,First,Confirmed
BK01646,PS00129,FL0147,2026-08-24 11:35:00,Economy,Confirmed
BK01647,PS00274,FL0161,2026-08-03 02:19:00,Economy,Confirmed
BK01648,PS00796,FL0087,2026-06-01 11:44:00,Economy,Pending
BK01649,PS00530,FL0033,2026-06-22 23:57:00,Economy,Confirmed
BK01650,PS00494,FL0122,2026-07-13 17:13:00,Economy,Confirmed
BK01651,PS00566,FL0095,2026-06-30 21:40:00,Economy,Confirmed
BK01652,PS00513,FL0192,2026-08-15 01:08:00,Premium Economy,Confirmed
BK01653,PS00851,FL0110,2026-07-30 23:09:00,Economy,Confirmed
BK01654,PS00591,FL0122,2026-04-24 17:13:00,Business,Confirmed
BK01655,PS00777,FL0053,2026-05-09 12:43:00,Economy,Confirmed
BK01656,PS00399,FL0197,2026-07-16 21:29:00,Economy,Confirmed
