flight_id,flight_number,route_id,aircraft_id,departure_datetime,arrival_datetime,flight_status,terminal,gate_number,delay_minutes
FL0168,SF1168,RT0054,AC0042,2026-08-05T15:47:00.000+05:30,2026-08-05T22:23:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C03,0
FL0169,SF1169,RT0079,AC0032,2026-08-25T14:48:00.000+05:30,2026-08-25T23:51:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0170,SF1170,RT0041,AC0022,2026-08-23T02:40:00.000+05:30,2026-08-23T11:22:00.000+05:30,DELAYED,2026-08-22 03:00:00,B02,30
FL0171,SF1171,RT0019,AC0037,2026-08-11T15:42:00.000+05:30,2026-08-11T22:16:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C03,0
FL0172,SF1172,RT0080,AC0021,2026-08-10T13:45:00.000+05:30,2026-08-10T15:35:00.000+05:30,LANDED,2026-08-22 03:00:00,A05,0
FL0173,SF1173,RT0022,AC0013,2026-08-19T09:11:00.000+05:30,2026-08-19T14:57:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B04,0
FL0174,SF1174,RT0015,AC0022,2026-08-03T03:12:00.000+05:30,2026-08-03T15:07:00.000+05:30,DELAYED,2026-08-22 03:00:00,B04,30
FL0175,SF1175,RT0050,AC0044,2026-08-21T20:18:00.000+05:30,2026-08-22T09:31:00.000+05:30,DELAYED,2026-08-22 02:00:00,A03,15
FL0176,SF1176,RT0045,AC0026,2026-08-16T02:41:00.000+05:30,2026-08-17T02:54:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C01,0
FL0177,SF1177,RT0051,AC0015,2026-08-19T07:12:00.000+05:30,2026-08-20T00:28:00.000+05:30,BOARDING,2026-08-22 03:00:00,B01,0
FL0178,SF1178,RT0001,AC0029,2026-08-05T07:36:00.000+05:30,2026-08-05T21:57:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C03,0
FL0179,SF1179,RT0023,AC0015,2026-08-17T17:01:00.000+05:30,2026-08-18T07:37:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B04,0
FL0180,SF1180,RT0034,AC0048,2026-08-27T01:16:00.000+05:30,2026-08-27T11:35:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A03,0
FL0181,SF1181,RT0058,AC0040,2026-08-28T19:53:00.000+05:30,2026-08-29T12:03:00.000+05:30,BOARDING,2026-08-22 02:00:00,C04,0
FL0182,SF1182,RT0039,AC0034,2026-08-05T15:10:00.000+05:30,2026-08-06T08:53:00.000+05:30,LANDED,2026-08-22 02:00:00,B01,0
FL0183,SF1183,RT0028,AC0032,2026-08-21T22:19:00.000+05:30,2026-08-22T12:00:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A01,0
FL0184,SF1184,RT0037,AC0039,2026-08-26T09:58:00.000+05:30,2026-08-26T14:20:00.000+05:30,DELAYED,2026-08-22 01:00:00,A03,120
FL0185,SF1185,RT0038,AC0044,2026-08-13T12:51:00.000+05:30,2026-08-14T09:19:00.000+05:30,LANDED,2026-08-22 02:00:00,C01,0
FL0186,SF1186,RT0034,AC0010,2026-08-17T08:30:00.000+05:30,2026-08-17T18:49:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C01,0
FL0187,SF1187,RT0035,AC0009,2026-08-03T10:08:00.000+05:30,2026-08-04T11:29:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C03,0
FL0188,SF1188,RT0007,AC0028,2026-08-02T03:01:00.000+05:30,2026-08-02T09:54:00.000+05:30,CANCELLED,2026-08-22 01:00:00,C03,0
FL0189,SF1189,RT0037,AC0013,2026-08-20T10:48:00.000+05:30,2026-08-20T15:10:00.000+05:30,DEPARTED,2026-08-22 03:00:00,C05,0
FL0190,SF1190,RT0099,AC0044,2026-08-08T12:08:00.000+05:30,2026-08-08T18:00:00.000+05:30,DEPARTED,2026-08-22 01:00:00,B02,0
FL0191,SF1191,RT0088,AC0035,2026-08-04T00:54:00.000+05:30,2026-08-04T10:40:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A05,0
FL0192,SF1192,RT0037,AC0003,2026-08-05T12:51:00.000+05:30,2026-08-05T17:13:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C01,0
FL0193,SF1193,RT0060,AC0019,2026-08-07T01:05:00.000+05:30,2026-08-07T17:02:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C01,0
FL0194,SF1194,RT0083,AC0007,2026-08-14T06:24:00.000+05:30,2026-08-14T23:46:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C02,0
FL0195,SF1195,RT0016,AC0020,2026-08-03T21:13:00.000+05:30,2026-08-04T13:45:00.000+05:30,LANDED,2026-08-22 01:00:00,C02,0
FL0196,SF1196,RT0034,AC0028,2026-08-26T00:36:00.000+05:30,2026-08-26T10:55:00.000+05:30,BOARDING,2026-08-22 01:00:00,B05,0
FL0197,SF1197,RT0044,AC0016,2026-08-11T20:31:00.000+05:30,2026-08-12T07:57:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B05,0
FL0198,SF1198,RT0075,AC0042,2026-08-01T23:00:00.000+05:30,2026-08-02T09:10:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B03,0
FL0199,SF1199,RT0095,AC0002,2026-08-07T14:46:00.000+05:30,2026-08-07T23:13:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A02,0
FL0200,SF1200,RT0005,AC0022,2026-08-26T07:44:00.000+05:30,2026-08-27T09:27:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C04,0
