booking_id,passenger_id,flight_id,booking_date,seat_class,booking_status,ticket_price,tax,discount,final_amount,payment_status
BK01401,PS00159,FL0161,2026-07-22 02:19:00,Economy,Confirmed,3130,563.4,0,3693.4,Paid
BK01402,PS00172,FL0110,2026-07-27 23:09:00,Business,Confirmed,24419,4395.42,0,28814.42,Paid
BK01403,PS00257,FL0005,2026-07-09 20:50:00,Economy,Confirmed,7310,1315.8,2000,6625.799999999999,Paid
BK01404,PS00951,FL0043,2026-07-14 18:47:00,Business,Confirmed,19485,3507.3,500,22492.3,Paid
BK01405,PS00787,FL0148,2026-07-08 07:02:00,Premium Economy,Confirmed,8484,1527.12,2000,8011.119999999999,Paid
BK01406,PS00213,FL0067,2026-06-22 07:45:00,Economy,Confirmed,4850,873.0,0,5723.0,Paid
BK01407,PS00077,FL0169,2026-05-17 03:25:00,Economy,Confirmed,5806,1045.08,2000,4851.08,Paid
BK01408,PS00912,FL0079,2026-07-03 06:37:00,Premium Economy,Confirmed,9809,1765.62,2000,9574.619999999999,Paid
BK01409,PS00716,FL0153,2026-05-24 05:35:00,Premium Economy,Confirmed,8915,1604.7,2000,8519.7,Paid
BK01410,PS00159,FL0058,2026-04-17 20:24:00,Business,Confirmed,20150,3627.0,500,23277.0,Paid
BK01411,PS00416,FL0152,2026-06-21 20:30:00,Business,Confirmed,17199,3095.82,1500,18794.82,Paid
BK01412,PS00071,FL0051,2026-07-12 12:34:00,Economy,Cancelled,6149,1106.82,1000,6255.82,Paid
BK01413,PS00960,FL0176,2026-04-23 00:03:00,Economy,Confirmed,7951,1431.18,2000,7382.18,Paid
BK01414,PS00870,FL0054,2026-08-14 02:06:00,Economy,Cancelled,6917,1245.06,1500,6662.0599999999995,Paid
BK01415,PS00047,FL0160,2026-05-05 22:27:00,Economy,Confirmed,7583,1364.94,2000,6947.9400000000005,Paid
BK01416,PS00053,FL0107,2026-06-10 04:38:00,Economy,Confirmed,4022,723.96,2000,2745.96,Paid
BK01417,PS00406,FL0106,2026-04-19 05:43:00,Economy,Confirmed,3265,587.7,1500,2352.7,Paid
BK01418,PS00975,FL0078,2026-05-23 03:40:00,Economy,Confirmed,4254,765.72,2000,3019.7200000000003,Pending
BK01419,PS00167,FL0191,2026-05-25 11:28:00,Premium Economy,Confirmed,10214,1838.52,0,12052.52,Paid
BK01420,PS00852,FL0124,2026-06-15 10:29:00,Economy,Confirmed,7237,1302.66,500,8039.66,Paid
BK01421,PS00969,FL0073,2026-05-31 18:43:00,Business,Confirmed,22734,4092.12,1000,25826.12,Paid
BK01422,PS00527,FL0129,2026-07-28 14:26:00,Economy,Confirmed,7071,1272.78,1500,6843.780000000001,Paid
BK01423,PS00674,FL0050,2026-05-23 20:22:00,Economy,Confirmed,5557,1000.26,1000,5557.26,Paid
BK01424,PS00970,FL0167,2026-05-01 14:12:00,Economy,Confirmed,5837,1050.66,0,6887.66,Paid
BK01425,PS00700,FL0040,2026-05-24 19:26:00,Economy,Confirmed,6634,1194.12,0,7828.12,Paid
BK01426,PS00051,FL0132,2026-05-01 04:23:00,Economy,Confirmed,6556,1180.08,1000,6736.08,Paid
BK01427,PS00565,FL0101,2026-06-09 07:59:00,Economy,Confirmed,4096,737.28,2000,2833.2799999999997,Paid
BK01428,PS00941,FL0173,2026-07-04 08:02:00,Premium Economy,Confirmed,11320,2037.6,2000,11357.6,Paid
BK01429,PS00790,FL0199,2026-07-11 15:57:00,Economy,Confirmed,6708,1207.44,2000,5915.4400000000005,Paid
BK01430,PS00975,FL0003,2026-04-25 23:49:00,Economy,Confirmed,5992,1078.56,1000,6070.5599999999995,Paid
BK01431,PS00863,FL0126,2026-06-06 12:14:00,Economy,Confirmed,7771,1398.78,1000,8169.780000000001,Paid
BK01432,PS00658,FL0186,2026-07-24 20:37:00,Economy,Confirmed,3140,565.2,1500,2205.2,Paid
BK01433,PS00613,FL0084,2026-08-04 21:27:00,Premium Economy,Confirmed,10317,1857.06,0,12174.06,Paid
BK01434,PS00258,FL0019,2026-06-21 12:37:00,Economy,Pending,5752,1035.36,1000,5787.36,Paid
BK01435,PS00632,FL0082,2026-05-03 08:26:00,Economy,Confirmed,6220,1119.6,0,7339.6,Paid
BK01436,PS00232,FL0146,2026-04-20 13:26:00,Economy,Confirmed,3716,668.88,2000,2384.88,Paid
BK01437,PS00781,FL0034,2026-07-18 08:39:00,Economy,Confirmed,4477,805.86,500,4782.86,Paid
BK01438,PS00740,FL0110,2026-05-23 23:09:00,Economy,Confirmed,7811,1405.98,2000,7216.98,Pending
BK01439,PS00122,FL0117,2026-06-26 18:39:00,Economy,Pending,7139,1285.02,2000,6424.02,Paid
BK01440,PS00923,FL0094,2026-08-07 00:32:00,Business,Confirmed,24818,4467.24,1500,27785.239999999998,Paid
BK01441,PS00204,FL0058,2026-05-17 20:24:00,Economy,Confirmed,3900,702.0,0,4602.0,Paid
BK01442,PS00597,FL0055,2026-08-01 13:47:00,Economy,Confirmed,5251,945.18,1500,4696.18,Paid
BK01443,PS00471,FL0003,2026-07-11 23:49:00,Economy,Confirmed,6751,1215.18,2000,5966.18,Paid
BK01444,PS00372,FL0133,2026-05-26 20:19:00,Economy,Confirmed,7886,1419.48,1000,8305.48,Paid
BK01445,PS00732,FL0063,2026-07-28 14:45:00,Economy,Confirmed,3433,617.94,1500,2550.94,Paid
BK01446,PS00005,FL0150,2026-08-27 03:32:00,Economy,Confirmed,7075,1273.5,1000,7348.5,Paid
BK01447,PS00583,FL0128,2026-07-21 15:49:00,Economy,Confirmed,6755,1215.9,500,7470.9,Paid
BK01448,PS00918,FL0008,2026-04-14 06:29:00,Economy,Confirmed,7084,1275.12,500,7859.119999999999,Paid
BK01449,PS00531,FL0192,2026-06-13 01:08:00,Premium Economy,Pending,8753,1575.54,1000,9328.54,Paid
BK01450,PS00487,FL0138,2026-08-05 23:02:00,Economy,Confirmed,6181,1112.58,1000,6293.58,Pending
BK01451,PS00937,FL0001,2026-06-18 03:57:00,Business,Confirmed,13284,2391.12,500,15175.119999999999,Paid
BK01452,PS00143,FL0115,2026-06-23 21:25:00,Economy,Confirmed,7522,1353.96,0,8875.96,Paid
BK01453,PS00512,FL0004,2026-06-25 20:30:00,Economy,Confirmed,4433,797.94,0,5230.9400000000005,Paid
BK01454,PS00855,FL0024,2026-08-05 00:58:00,Business,Confirmed,17161,3088.98,0,20249.98,Paid
BK01455,PS00499,FL0121,2026-07-02 12:40:00,Economy,Confirmed,4502,810.36,500,4812.36,Paid
BK01456,PS00375,FL0167,2026-07-20 14:12:00,Economy,Confirmed,6056,1090.08,1000,6146.08,Paid
BK01457,PS00478,FL0097,2026-06-04 02:43:00,Economy,Confirmed,7602,1368.36,1500,7470.360000000001,Paid
BK01458,PS00829,FL0079,2026-07-29 06:37:00,Business,Confirmed,12243,2203.74,2000,12446.74,Paid
BK01459,PS00695,FL0010,2026-07-25 08:16:00,Economy,Confirmed,4809,865.62,2000,3674.62,Paid
BK01460,PS00746,FL0030,2026-05-06 02:37:00,Economy,Confirmed,5571,1002.78,0,6573.78,Paid
BK01461,PS00741,FL0089,2026-07-24 02:43:00,Economy,Confirmed,4264,767.52,1000,4031.5200000000004,Paid
BK01462,PS00840,FL0084,2026-04-27 21:27:00,Economy,Confirmed,6420,1155.6,0,7575.6,Paid
BK01463,PS00232,FL0185,2026-08-09 18:30:00,Economy,Cancelled,7128,1283.04,500,7911.040000000001,Paid
BK01464,PS00209,FL0082,2026-05-21 08:26:00,Economy,Confirmed,4167,750.06,0,4917.0599999999995,Paid
BK01465,PS00892,FL0140,2026-04-21 18:54:00,Economy,Confirmed,6643,1195.74,500,7338.74,Paid
BK01466,PS00905,FL0159,2026-05-18 15:34:00,Business,Confirmed,23215,4178.7,2000,25393.7,Paid
BK01467,PS00802,FL0036,2026-07-16 03:29:00,Economy,Cancelled,4910,883.8,500,5293.8,Paid
BK01468,PS00560,FL0115,2026-06-02 21:25:00,First,Confirmed,31166,5609.88,500,36275.88,Paid
BK01469,PS00367,FL0026,2026-04-28 15:06:00,Economy,Pending,3400,612.0,1000,3012.0,Paid
BK01470,PS00287,FL0083,2026-04-18 22:15:00,Economy,Pending,4857,874.26,0,5731.26,Pending
BK01471,PS00465,FL0150,2026-07-21 03:32:00,Economy,Confirmed,4211,757.98,500,4468.98,Paid
BK01472,PS00896,FL0148,2026-06-29 07:02:00,Economy,Confirmed,6212,1118.16,500,6830.16,Paid
BK01473,PS00837,FL0075,2026-07-14 02:47:00,Business,Confirmed,15644,2815.92,1500,16959.92,Paid
BK01474,PS00186,FL0086,2026-05-23 09:13:00,Economy,Confirmed,3334,600.12,1000,2934.12,Paid
BK01475,PS00025,FL0130,2026-04-28 20:06:00,Economy,Confirmed,6798,1223.64,2000,6021.64,Paid
BK01476,PS00215,FL0186,2026-05-16 20:37:00,Business,Pending,22449,4040.82,2000,24489.82,Paid
BK01477,PS00141,FL0135,2026-07-26 14:31:00,Premium Economy,Confirmed,10174,1831.32,0,12005.32,Pending
BK01478,PS00277,FL0141,2026-07-11 17:46:00,Economy,Confirmed,6712,1208.16,2000,5920.16,Paid
BK01479,PS00693,FL0109,2026-05-04 12:40:00,Premium Economy,Confirmed,10317,1857.06,1500,10674.06,Paid
BK01480,PS00359,FL0053,2026-08-06 12:43:00,Economy,Pending,4187,753.66,500,4440.66,Refunded
BK01481,PS00255,FL0095,2026-05-08 21:40:00,Economy,Confirmed,6639,1195.02,2000,5834.02,Paid
BK01482,PS00466,FL0062,2026-06-05 15:03:00,Premium Economy,Cancelled,8314,1496.52,0,9810.52,Paid
BK01483,PS00361,FL0050,2026-05-27 20:22:00,Economy,Confirmed,5135,924.3,1000,5059.3,Paid
BK01484,PS00036,FL0045,2026-07-11 16:07:00,Economy,Confirmed,7189,1294.02,1500,6983.02,Paid
BK01485,PS00261,FL0066,2026-08-06 11:58:00,Economy,Confirmed,5343,961.74,0,6304.74,Paid
BK01486,PS00878,FL0057,2026-07-04 16:50:00,Economy,Confirmed,4190,754.2,1500,3444.2,Paid
BK01487,PS00268,FL0037,2026-05-27 06:58:00,Economy,Confirmed,3498,629.64,1000,3127.6400000000003,Paid
BK01488,PS00829,FL0050,2026-04-06 20:22:00,Economy,Confirmed,6658,1198.44,2000,5856.4400000000005,Paid
BK01489,PS00004,FL0018,2026-06-26 12:17:00,Economy,Confirmed,7593,1366.74,0,8959.74,Pending
BK01490,PS00214,FL0016,2026-06-15 20:33:00,Economy,Confirmed,3165,569.7,0,3734.7,Paid
BK01491,PS00762,FL0011,2026-06-15 11:29:00,Premium Economy,Confirmed,10845,1952.1,1000,11797.1,Paid
BK01492,PS00484,FL0086,2026-06-16 09:13:00,Premium Economy,Confirmed,9111,1639.98,2000,8750.98,Paid
BK01493,PS00876,FL0006,2026-08-17 13:15:00,Economy,Confirmed,7939,1429.02,2000,7368.02,Paid
BK01494,PS00777,FL0024,2026-07-29 00:58:00,Economy,Cancelled,6004,1080.72,0,7084.72,Paid
BK01495,PS00690,FL0076,2026-07-15 04:55:00,Economy,Confirmed,7991,1438.38,1500,7929.380000000001,Paid
BK01496,PS00781,FL0028,2026-05-17 14:58:00,Economy,Pending,4000,720.0,0,4720.0,Paid
BK01497,PS00038,FL0108,2026-08-09 00:15:00,Economy,Pending,3142,565.56,2000,1707.56,Paid
BK01498,PS00720,FL0193,2026-06-18 17:24:00,Economy,Confirmed,6344,1141.92,500,6985.92,Paid
BK01499,PS00353,FL0153,2026-04-23 05:35:00,Economy,Confirmed,3352,603.36,500,3455.36,Paid
BK01500,PS00002,FL0026,2026-07-16 15:06:00,Business,Confirmed,17213,3098.34,0,20311.34,Paid
BK01501,PS00712,FL0080,2026-06-15 15:20:00,Economy,Confirmed,7935,1428.3,0,9363.3,Paid
BK01502,PS00019,FL0044,2026-05-07 17:08:00,Economy,Cancelled,3330,599.4,500,3429.4,Paid
BK01503,PS00600,FL0169,2026-05-12 03:25:00,Business,Confirmed,19901,3582.18,0,23483.18,Paid
BK01504,PS00778,FL0031,2026-06-25 21:40:00,Economy,Confirmed,6575,1183.5,2000,5758.5,Paid
BK01505,PS00500,FL0113,2026-05-10 17:52:00,Premium Economy,Cancelled,8794,1582.92,0,10376.92,Paid
BK01506,PS00940,FL0162,2026-08-10 03:58:00,Economy,Confirmed,4937,888.66,2000,3825.66,Paid
BK01507,PS00356,FL0143,2026-06-11 11:04:00,Economy,Confirmed,5752,1035.36,500,6287.36,Paid
BK01508,PS00407,FL0109,2026-07-26 12:40:00,Economy,Confirmed,6786,1221.48,2000,6007.48,Paid
BK01509,PS00433,FL0133,2026-05-02 20:19:00,First,Confirmed,39067,7032.06,1500,44599.06,Paid
BK01510,PS00753,FL0168,2026-07-12 22:45:00,First,Confirmed,27804,5004.72,500,32308.72,Paid
BK01511,PS00785,FL0067,2026-07-15 07:45:00,Economy,Cancelled,5137,924.66,1500,4561.66,Paid
BK01512,PS00291,FL0179,2026-07-24 05:24:00,Economy,Confirmed,3186,573.48,2000,1759.48,Paid
BK01513,PS00730,FL0119,2026-04-24 21:39:00,Business,Confirmed,24452,4401.36,500,28353.36,Paid
BK01514,PS00388,FL0149,2026-04-24 16:58:00,Economy,Confirmed,5709,1027.62,500,6236.62,Paid
BK01515,PS00583,FL0050,2026-06-03 20:22:00,Economy,Confirmed,3713,668.34,0,4381.34,Paid
BK01516,PS00768,FL0126,2026-04-21 12:14:00,Economy,Confirmed,3873,697.14,500,4070.1400000000003,Paid
BK01517,PS00886,FL0012,2026-08-04 00:34:00,Economy,Cancelled,4703,846.54,0,5549.54,Paid
BK01518,PS00516,FL0043,2026-06-12 18:47:00,Premium Economy,Confirmed,8556,1540.08,1000,9096.08,Paid
BK01519,PS00267,FL0041,2026-06-11 18:59:00,Economy,Confirmed,7915,1424.7,1500,7839.700000000001,Paid
BK01520,PS00255,FL0026,2026-06-30 15:06:00,Economy,Confirmed,6885,1239.3,0,8124.3,Paid
BK01521,PS00340,FL0141,2026-05-09 17:46:00,Economy,Confirmed,7455,1341.9,0,8796.9,Paid
BK01522,PS00966,FL0080,2026-07-09 15:20:00,Economy,Confirmed,4380,788.4,500,4668.4,Paid
BK01523,PS00805,FL0036,2026-08-02 03:29:00,Economy,Confirmed,4477,805.86,1500,3782.8599999999997,Paid
BK01524,PS00409,FL0030,2026-07-12 02:37:00,Business,Confirmed,19181,3452.58,1500,21133.58,Paid
BK01525,PS00262,FL0066,2026-08-25 11:58:00,Premium Economy,Confirmed,8553,1539.54,1500,8592.54,Paid
BK01526,PS00612,FL0141,2026-05-02 17:46:00,First,Confirmed,27185,4893.3,2000,30078.3,Paid
BK01527,PS00260,FL0081,2026-06-13 22:44:00,Business,Confirmed,20845,3752.1,2000,22597.1,Paid
BK01528,PS00382,FL0147,2026-08-15 11:35:00,Economy,Confirmed,6071,1092.78,1000,6163.78,Paid
BK01529,PS00889,FL0082,2026-06-11 08:26:00,Economy,Confirmed,7207,1297.26,500,8004.26,Paid
BK01530,PS00085,FL0007,2026-05-01 21:02:00,Premium Economy,Confirmed,9740,1753.2,0,11493.2,Paid
BK01531,PS00025,FL0122,2026-05-14 17:13:00,Premium Economy,Confirmed,8480,1526.4,500,9506.4,Paid
BK01532,PS00428,FL0113,2026-07-10 17:52:00,Business,Confirmed,19298,3473.64,1500,21271.64,Paid
BK01533,PS00374,FL0068,2026-05-05 12:55:00,Economy,Confirmed,6825,1228.5,1500,6553.5,Paid
BK01534,PS00583,FL0003,2026-06-15 23:49:00,First,Confirmed,29810,5365.8,1500,33675.8,Refunded
BK01535,PS00305,FL0029,2026-06-07 01:58:00,Economy,Confirmed,4583,824.94,500,4907.9400000000005,Paid
BK01536,PS00026,FL0161,2026-04-18 02:19:00,First,Confirmed,31168,5610.24,2000,34778.24,Paid
BK01537,PS00754,FL0182,2026-07-23 04:36:00,Economy,Pending,6927,1246.86,0,8173.86,Paid
BK01538,PS00902,FL0022,2026-06-25 08:35:00,Economy,Confirmed,6596,1187.28,1500,6283.28,Paid
BK01539,PS00198,FL0195,2026-06-18 03:27:00,Economy,Confirmed,3500,630.0,2000,2130.0,Paid
BK01540,PS00109,FL0186,2026-05-27 20:37:00,Economy,Confirmed,6435,1158.3,1000,6593.3,Paid
BK01541,PS00467,FL0121,2026-08-08 12:40:00,Economy,Confirmed,3399,611.82,0,4010.82,Pending
BK01542,PS00998,FL0061,2026-06-10 00:46:00,Premium Economy,Confirmed,9363,1685.34,0,11048.34,Paid
BK01543,PS00567,FL0146,2026-06-04 13:26:00,Economy,Confirmed,3531,635.58,0,4166.58,Paid
BK01544,PS00567,FL0109,2026-05-05 12:40:00,First,Pending,39463,7103.34,0,46566.34,Paid
BK01545,PS00094,FL0118,2026-06-27 07:09:00,Business,Confirmed,24146,4346.28,500,27992.28,Paid
BK01546,PS00545,FL0077,2026-06-23 00:26:00,Economy,Confirmed,7451,1341.18,2000,6792.18,Paid
BK01547,PS00709,FL0057,2026-06-28 16:50:00,Economy,Confirmed,4611,829.98,0,5440.98,Paid
BK01548,PS00729,FL0113,2026-07-25 17:52:00,Economy,Confirmed,4044,727.92,2000,2771.92,Paid
BK01549,PS00997,FL0111,2026-07-22 02:49:00,Business,Confirmed,21442,3859.56,1000,24301.56,Paid
BK01550,PS00629,FL0132,2026-04-09 04:23:00,Premium Economy,Confirmed,10771,1938.78,0,12709.78,Paid
BK01551,PS00900,FL0023,2026-06-08 19:57:00,Economy,Cancelled,7492,1348.56,1500,7340.5599999999995,Paid
BK01552,PS00477,FL0145,2026-05-14 18:47:00,Economy,Confirmed,5320,957.6,1500,4777.6,Paid
BK01553,PS00194,FL0030,2026-06-04 02:37:00,Economy,Confirmed,4897,881.46,2000,3778.46,Paid
BK01554,PS00694,FL0190,2026-06-11 03:45:00,Business,Confirmed,17933,3227.94,2000,19160.94,Paid
BK01555,PS00436,FL0152,2026-06-08 20:30:00,Economy,Pending,6049,1088.82,2000,5137.82,Paid
BK01556,PS00983,FL0121,2026-07-14 12:40:00,Economy,Confirmed,3731,671.58,1000,3402.58,Paid
BK01557,PS00318,FL0141,2026-05-24 17:46:00,Economy,Cancelled,6762,1217.16,1500,6479.16,Paid
BK01558,PS00257,FL0186,2026-06-20 20:37:00,Economy,Cancelled,4344,781.92,0,5125.92,Paid
BK01559,PS00538,FL0177,2026-07-18 13:39:00,Premium Economy,Confirmed,9921,1785.78,1500,10206.78,Paid
BK01560,PS00982,FL0016,2026-05-17 20:33:00,Premium Economy,Confirmed,10655,1917.9,1500,11072.9,Paid
BK01561,PS00655,FL0117,2026-05-08 18:39:00,Economy,Confirmed,5909,1063.62,2000,4972.62,Paid
BK01562,PS00124,FL0170,2026-05-03 12:08:00,Economy,Pending,5305,954.9,0,6259.9,Paid
BK01563,PS00618,FL0199,2026-06-13 15:57:00,Economy,Confirmed,7859,1414.62,2000,7273.619999999999,Paid
BK01564,PS00610,FL0065,2026-07-14 09:08:00,Economy,Confirmed,7384,1329.12,0,8713.119999999999,Paid
BK01565,PS00739,FL0025,2026-05-01 12:25:00,Economy,Confirmed,5460,982.8,2000,4442.8,Paid
BK01566,PS00040,FL0198,2026-07-24 04:24:00,Business,Pending,13176,2371.68,0,15547.68,Paid
BK01567,PS00029,FL0057,2026-06-19 16:50:00,Economy,Confirmed,4429,797.22,500,4726.22,Paid
BK01568,PS00076,FL0191,2026-05-07 11:28:00,Business,Confirmed,13182,2372.76,1000,14554.76,Refunded
BK01569,PS00549,FL0082,2026-07-01 08:26:00,Economy,Confirmed,5296,953.28,1000,5249.28,Paid
BK01570,PS00777,FL0097,2026-07-06 02:43:00,Economy,Confirmed,7353,1323.54,2000,6676.540000000001,Paid
BK01571,PS00351,FL0048,2026-07-12 14:03:00,Economy,Confirmed,5053,909.54,1000,4962.54,Paid
BK01572,PS00881,FL0024,2026-08-27 00:58:00,Economy,Confirmed,3375,607.5,0,3982.5,Pending
BK01573,PS00761,FL0138,2026-05-18 23:02:00,Economy,Confirmed,4824,868.32,1500,4192.32,Paid
BK01574,PS00348,FL0125,2026-08-27 02:17:00,Economy,Confirmed,4819,867.42,500,5186.42,Paid
BK01575,PS00095,FL0160,2026-08-19 22:27:00,Economy,Confirmed,4357,784.26,2000,3141.26,Pending
BK01576,PS00421,FL0113,2026-07-18 17:52:00,Economy,Pending,6400,1152.0,0,7552.0,Pending
BK01577,PS00353,FL0071,2026-05-21 11:54:00,Economy,Confirmed,3822,687.96,500,4009.96,Paid
BK01578,PS00223,FL0173,2026-07-05 08:02:00,Economy,Confirmed,7908,1423.44,2000,7331.4400000000005,Paid
BK01579,PS00196,FL0018,2026-04-19 12:17:00,Business,Cancelled,24035,4326.3,0,28361.3,Paid
BK01580,PS00200,FL0033,2026-06-06 23:57:00,Economy,Cancelled,6793,1222.74,1000,7015.74,Paid
BK01581,PS00946,FL0027,2026-07-29 12:01:00,First,Confirmed,25193,4534.74,0,29727.739999999998,Paid
BK01582,PS00557,FL0178,2026-06-10 05:45:00,Premium Economy,Pending,10921,1965.78,500,12386.78,Pending
BK01583,PS00523,FL0114,2026-07-06 10:17:00,Economy,Confirmed,6791,1222.38,500,7513.38,Paid
BK01584,PS00449,FL0092,2026-07-11 05:58:00,Economy,Confirmed,3750,675.0,2000,2425.0,Paid
BK01585,PS00173,FL0067,2026-08-15 07:45:00,Business,Confirmed,23498,4229.64,1000,26727.64,Refunded
BK01586,PS00489,FL0063,2026-04-24 14:45:00,Economy,Confirmed,7745,1394.1,500,8639.1,Paid
BK01587,PS00474,FL0020,2026-06-18 09:31:00,Economy,Confirmed,5167,930.06,1000,5097.0599999999995,Paid
BK01588,PS00043,FL0016,2026-06-03 20:33:00,Premium Economy,Confirmed,9238,1662.84,2000,8900.84,Paid
BK01589,PS00813,FL0197,2026-06-01 21:29:00,Economy,Confirmed,6977,1255.86,500,7732.860000000001,Paid
BK01590,PS00537,FL0170,2026-04-10 12:08:00,First,Confirmed,25154,4527.72,1000,28681.72,Pending
BK01591,PS00246,FL0005,2026-06-08 20:50:00,Economy,Confirmed,3731,671.58,0,4402.58,Paid
BK01592,PS00514,FL0001,2026-06-29 03:57:00,Economy,Confirmed,7281,1310.58,1500,7091.58,Paid
BK01593,PS00642,FL0086,2026-07-17 09:13:00,Economy,Confirmed,6287,1131.66,500,6918.66,Paid
BK01594,PS00503,FL0169,2026-08-06 03:25:00,Business,Pending,15796,2843.28,1500,17139.28,Paid
BK01595,PS00009,FL0098,2026-05-03 18:17:00,Premium Economy,Cancelled,9574,1723.32,2000,9297.32,Paid
BK01596,PS00400,FL0090,2026-06-18 15:56:00,Premium Economy,Confirmed,9379,1688.22,2000,9067.22,Paid
BK01597,PS00465,FL0030,2026-08-24 02:37:00,Economy,Confirmed,4864,875.52,500,5239.52,Paid
BK01598,PS00944,FL0053,2026-07-14 12:43:00,Economy,Confirmed,4227,760.86,1000,3987.8599999999997,Paid
BK01599,PS00612,FL0102,2026-05-17 05:22:00,Economy,Confirmed,5408,973.44,500,5881.4400000000005,Paid
BK01600,PS00480,FL0033,2026-08-02 23:57:00,Economy,Confirmed,7102,1278.36,0,8380.36,Pending
BK01601,PS00188,FL0190,2026-06-13 03:45:00,Economy,Confirmed,7828,1409.04,1500,7737.040000000001,Paid
BK01602,PS00357,FL0133,2026-08-06 20:19:00,Economy,Confirmed,5027,904.86,1500,4431.86,Paid
BK01603,PS00327,FL0144,2026-05-23 13:04:00,Business,Pending,23166,4169.88,0,27335.88,Pending
BK01604,PS00128,FL0167,2026-06-13 14:12:00,Economy,Confirmed,4554,819.72,500,4873.72,Paid
BK01605,PS00104,FL0110,2026-07-31 23:09:00,Economy,Confirmed,5290,952.2,1000,5242.2,Paid
BK01606,PS00483,FL0049,2026-07-04 22:38:00,Premium Economy,Confirmed,11433,2057.94,0,13490.94,Paid
BK01607,PS00822,FL0131,2026-06-19 17:22:00,Economy,Confirmed,3473,625.14,0,4098.14,Paid
BK01608,PS00327,FL0129,2026-06-26 14:26:00,Economy,Confirmed,7402,1332.36,500,8234.36,Paid
BK01609,PS00236,FL0166,2026-05-21 05:16:00,Economy,Confirmed,6283,1130.94,2000,5413.9400000000005,Paid
BK01610,PS00797,FL0128,2026-07-21 15:49:00,Economy,Pending,6388,1149.84,0,7537.84,Paid
BK01611,PS00823,FL0108,2026-07-24 00:15:00,Economy,Confirmed,6431,1157.58,2000,5588.58,Paid
BK01612,PS00977,FL0177,2026-06-06 13:39:00,Business,Confirmed,22399,4031.82,2000,24430.82,Paid
BK01613,PS00091,FL0200,2026-06-07 20:13:00,Premium Economy,Confirmed,8343,1501.74,1000,8844.74,Paid
BK01614,PS00464,FL0046,2026-05-29 08:50:00,Economy,Pending,6228,1121.04,500,6849.04,Paid
BK01615,PS00919,FL0007,2026-05-27 21:02:00,Economy,Confirmed,4581,824.58,0,5405.58,Paid
BK01616,PS00637,FL0019,2026-07-16 12:37:00,Business,Confirmed,22524,4054.32,2000,24578.32,Paid
BK01617,PS00320,FL0085,2026-07-05 10:09:00,Business,Confirmed,21181,3812.58,1000,23993.58,Paid
BK01618,PS00376,FL0056,2026-05-04 08:33:00,Economy,Confirmed,3173,571.14,0,3744.14,Paid
BK01619,PS00409,FL0042,2026-07-06 11:09:00,Economy,Confirmed,7616,1370.88,1000,7986.880000000001,Paid
BK01620,PS00578,FL0030,2026-07-03 02:37:00,Economy,Confirmed,7582,1364.76,2000,6946.76,Paid
BK01621,PS00986,FL0084,2026-07-03 21:27:00,Business,Confirmed,21462,3863.16,0,25325.16,Paid
BK01622,PS00261,FL0098,2026-05-15 18:17:00,Economy,Pending,6126,1102.68,500,6728.68,Paid
BK01623,PS00992,FL0064,2026-07-16 21:28:00,Economy,Confirmed,5078,914.04,1000,4992.04,Pending
BK01624,PS00068,FL0028,2026-06-29 14:58:00,Economy,Confirmed,3293,592.74,1000,2885.74,Paid
BK01625,PS00147,FL0053,2026-08-06 12:43:00,Premium Economy,Confirmed,9796,1763.28,0,11559.28,Paid
BK01626,PS00099,FL0175,2026-05-24 21:09:00,Economy,Confirmed,6635,1194.3,1500,6329.3,Paid
BK01627,PS00392,FL0052,2026-08-18 12:00:00,Economy,Cancelled,6103,1098.54,1500,5701.54,Paid
BK01628,PS00543,FL0147,2026-08-10 11:35:00,Business,Confirmed,24906,4483.08,0,29389.08,Paid
BK01629,PS00866,FL0103,2026-05-30 05:06:00,Economy,Confirmed,6276,1129.68,0,7405.68,Paid
BK01630,PS00583,FL0133,2026-08-13 20:19:00,Economy,Pending,3605,648.9,500,3753.8999999999996,Paid
BK01631,PS00936,FL0109,2026-06-09 12:40:00,Business,Confirmed,21054,3789.72,2000,22843.72,Paid
BK01632,PS00569,FL0047,2026-06-22 13:43:00,Premium Economy,Confirmed,8050,1449.0,1500,7999.0,Paid
BK01633,PS00154,FL0047,2026-05-11 13:43:00,Economy,Confirmed,6011,1081.98,2000,5092.98,Paid
BK01634,PS00950,FL0124,2026-06-08 10:29:00,Economy,Confirmed,6896,1241.28,1500,6637.28,Paid
BK01635,PS00166,FL0176,2026-06-25 00:03:00,Business,Confirmed,24162,4349.16,1500,27011.16,Refunded
BK01636,PS00011,FL0015,2026-08-02 09:39:00,Economy,Pending,5673,1021.14,1500,5194.14,Paid
BK01637,PS00575,FL0131,2026-05-13 17:22:00,Economy,Confirmed,5836,1050.48,2000,4886.48,Paid
BK01638,PS00462,FL0033,2026-04-20 23:57:00,Economy,Confirmed,7758,1396.44,0,9154.44,Paid
BK01639,PS00750,FL0160,2026-07-19 22:27:00,Economy,Confirmed,5327,958.86,500,5785.86,Paid
BK01640,PS00381,FL0120,2026-08-14 09:57:00,Economy,Confirmed,3976,715.68,500,4191.68,Paid
BK01641,PS00223,FL0181,2026-07-17 04:53:00,Economy,Confirmed,7562,1361.16,0,8923.16,Paid
